序号,采购人,合同名称,分类,理由
2129,西藏区昌都市国家税务局,西藏昌都市国家税务局配电工程,提取能力,增强税收征管能力
2130,中国银行业监督管理委员会襄樊监管分局,中央单位批量集中采购简易合同,合规能力,增强金融监管能力
2131,青海省国家税务局,青海省国家税务局2014年四季度A3打印机批量采购合同1,提取能力,增强税收征管能力
2132,中央人民广播电台,中央人民广播电台民族网软件系统升级项目,协调能力,组织广播公共服务
2133,卫生部北京医院,全电动多功能手术床采购合同,协调能力,组织公共医疗服务
2134,龙州县国家税务局,国税系统办公设备类产品协议供货合同,提取能力,增强税收征管能力
2135,中央人民广播电台,中央人民广播电台计算机及通讯终端设备维护服务外包项目,协调能力,组织广播公共服务
2136,国家图书馆,中央国家机关政府集中采购电子验收单,协调能力,组织公共文化服务
2137,国家图书馆,国家图书馆2015-2016年度馆藏数字资源转换缩微胶卷服务采购项目合同（2）,协调能力,组织公共文化服务
2138,内蒙古自治区国家税务局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2139,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2140,国家图书馆,国家图书馆物业服务采购合同,协调能力,组织公共文化服务
2141,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2142,中央人民广播电台,中央人民广播电台央广广播电视网络台采编播系统扩容项目CMS系统升级改造部分,协调能力,组织广播公共服务
2143,中华人民共和国成都海关,中央国家机关政府采购网上竞价合同,合规能力,增强海关查验能力
2144,中国美术馆,中国美术馆公共教育及志愿者之家危房改造采购合同,协调能力,组织公共文化服务
2145,中国传媒大学,外国语学院语音教室采购合同,协调能力,组织高等教育服务
2146,国家图书馆,2015-2016年度善本缩微胶片数字化加工专业服务外包合同（2）,协调能力,组织公共文化服务
2147,中国银行业监督管理委员会襄阳监管分局,中央单位批量集中采购简易合同,合规能力,增强金融监管能力
2148,中央人民广播电台,中央台芦山地震应急广播专项设备采购项目,协调能力,组织应急广播服务
2149,国土资源部不动产登记中心,中央国家机关政府采购协议供货合同,提取能力,采集不动产登记数据
2150,中央人民广播电台,中央人民广播电台民族语言广播节目传输项目,协调能力,组织广播公共服务
2151,长春市国家税务局第三稽查局,碎纸机采购,提取能力,增强税收征管能力
2152,中华人民共和国揭阳出入境检验检疫局,中央单位批量集中采购简易合同,合规能力,增强检验检疫能力
2153,海关总署物资装备采购中心,海关总署物资装备采购中心卫星通信设备采购合同,合规能力,增强海关通信能力
2154,中华人民共和国成都海关,中央国家机关政府采购网上竞价合同,合规能力,增强海关查验能力
2155,国家税务总局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2156,国土资源部不动产登记中心,中央国家机关政府采购协议供货合同,提取能力,采集不动产登记数据
2157,西藏区昌都市芒康县国家税务局,建设工程施工合同,提取能力,增强税收征管能力
2158,西藏区昌都市国家税务局,国税系统办公设备类产品协议供货合同,提取能力,增强税收征管能力
2159,国家图书馆,国家图书馆音箱话筒采购合同,协调能力,组织公共文化服务
2160,山东省国家税务局,协议书,提取能力,增强税收征管能力
2161,中国计量技术开发总公司,三维立体显微系统,合规能力,增强计量检测能力
2162,青海省国家税务局,青海省国家税务局纳服处服务器协议供货合同,提取能力,增强税收征管能力
2163,青海省国家税务局,2014年四季度便携式计算机批量采购合同3,提取能力,增强税收征管能力
2164,国家图书馆,2015-2016年度善本缩微胶片数字化加工专业服务外包合同（1）,协调能力,组织公共文化服务
2165,国家图书馆,国家图书馆数字图书馆推广工程新媒体资源建设服务采购项目专业服务外包合同,协调能力,组织公共文化服务
2166,国家图书馆,国家图书馆缩微制品整理及书目数据回溯专业服务外包合同,协调能力,组织公共文化服务
2167,中华人民共和国成都海关,中央国家机关政府采购网上竞价合同,合规能力,增强海关查验能力
2168,长白朝鲜族自治县国家税务局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2169,龙州县国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2170,福建省宁德市闽东华侨经济开发区国家税务局,国税系统办公设备类产品协议供货合同（东侨国税局采购碎纸机）,提取能力,增强税收征管能力
2171,吉林省国家税务局,吉林市昌邑区国家税务局自助办税终端设备采购项目,提取能力,增强税收征管能力
2172,中国计量技术开发总公司,F：纯水/超纯水系统,合规能力,增强计量检测能力
2173,国家图书馆,国家图书馆卫生纸采购合同,协调能力,组织公共文化服务
2174,中央人民广播电台,中央台芦山地震应急广播专项设备采购项目,协调能力,组织应急广播服务
2175,定西市安定区教育局,定西市安定区团结初中锅炉采购合同,协调能力,组织基础教育服务
2176,北京医院,高档无创呼吸机采购合同,协调能力,组织公共医疗服务
2177,国土资源部不动产登记中心,中央国家机关政府采购协议供货合同,提取能力,采集不动产登记数据
2178,中国银行业监督管理委员会襄阳监管分局,中央单位批量集中采购简易合同,合规能力,增强金融监管能力
2179,浙江省新闻出版广电局,浙江省2015年中央广播电视节目无线数字化覆盖工程项目,协调能力,组织广播电视服务
2180,国家图书馆,新媒体自有版权资源内容加工与制作项目图书鉴赏子项目专业服务外包合同,协调能力,组织公共文化服务
2181,骆马湖水利管理局宿迁水利枢纽管理局,宿迁闸启闭机房应急修复项目施工合同,协调能力,组织水利公共服务
2182,承德市国家税务局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2183,海关总署物资装备采购中心,2015年警用枪支弹药专用保险柜采购合同,合规能力,增强海关缉私能力
2184,青海省国家税务局,青海省国家税务局稽查局台式计算机批量采购合同,提取能力,增强税收征管能力
2185,西藏区昌都市国家税务局,2T/H纯化水处理设备购销合同,提取能力,增强税收征管能力
2186,北京医院,LED手术无影灯采购合同,协调能力,组织公共医疗服务
2187,承德市国家税务局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2188,福建省宁德市闽东华侨经济开发区国家税务局,国税系统批量集中采购合同（东侨国税局第三季度采购台式机）,提取能力,增强税收征管能力
2189,天津市津南区国家税务局,天津市津南区国税局物业管理及保安项目合同书,提取能力,增强税收征管能力
2190,青海省国家税务局,青海省国家税务局2014年四季度便携式计算机批量采购合同2,提取能力,增强税收征管能力
2191,西藏区昌都市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
2192,国家图书馆,国家图书馆典籍博物馆讲解服务外包采购项目合同,协调能力,组织公共文化服务
2193,广西岑溪市国家税务局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2194,中华人民共和国成都海关,中华人民共和国成都海关综合保税区、驻邮局办事处、现场业务处和驻泸州办事处金关工程二期监控指挥中心项目政府采购合同,合规能力,增强海关监控能力
2195,国家图书馆,国家图书馆2015-2016年度馆藏数字资源转换缩微胶卷服务采购项目合同（1）,协调能力,组织公共文化服务
2196,中央人民广播电台,中央人民广播电台央广广播电视网络台采编播系统扩容项目视频直播间舞景部分,协调能力,组织广播公共服务
2197,国家税务总局,国税系统IT类产品协议供货合同,提取能力,增强税收征管能力
2198,中央人民广播电台,中央人民广播电台调频覆盖工程更新发射机（2015年）项目(国产发射机部分),协调能力,组织广播公共服务
2199,国家税务总局,国税系统批量集中采购合同,提取能力,增强税收征管能力
